IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
432080;14320802882;0;257;273;138;21;18;01/04/2016;1;2;5;4320800;43;4;Soledade;30044;24032;6012;Pequeno II;1213,41; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;1;4;0;2;0;1;1;1;0;0;4;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ; ;2;3; ; ; ; ; ; ; ;1; ;1;2;1; ; ; ;1;3; ;1; ; ; 
432080;14320802882;0;257;274;266;249;272;01/01/2017;2;5;3;4320800;43;4;Soledade;30044;24032;6012;Pequeno II;1213,41; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;1;4;0;2;0;1;1;1;0;0;4;5; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;2;3; ; ; ; ; ; ; ;1; ;1;2;1; ; ; ;1;3; ;1; ; ; 
432080;14320802882;1;255;238;142;253;18;05/02/2021;1;6;2;4320800;43;4;Soledade;30044;24032;6012;Pequeno II;1213,41; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;1;4;0;2;0;1;1;1;0;0;4;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ;1; ; ;2;3; ; ; ; ; ; ; ;1; ;1;2;1; ; ; ;1;3; ;1; ; ; 
432120;14321203049;0;253;239;138;252;20;01/01/2012; ; ; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;0;257;273;266;249;272;01/03/2021;2;5; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;2;7;0;3;0;1;3;4;0;4;3;11; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;0;256;238;292;251;20;04/01/2021;1; ; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ;2;2;7;0;3;0;1;3;4;0;4;3;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;0;257;274;292;249;272;07/11/2017;2;5; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;1;257;232;138;251;20;10/02/2021;99;3; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;1;256;239;142;253;272;01/07/2021;99; ; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;2;7;0;3;0;1;3;4;0;4;3;11; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;1;257;274;266;249;20;01/06/2021;2;4; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;2;2;7;0;3;0;1;3;4;0;4;3;11; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;1;257;273;138;249;20;05/05/2021;2;5;4;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1;1; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;0;257;273;138;249;18;03/11/2021;2;4;6;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;1;252;239;292;254;20;01/09/2021; ; ; ;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;2;2;7;0;3;0;1;3;4;0;4;3;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432120;14321203049;0;257;274;292;21;20;01/03/2021;1;2;3;4321204;43;4;Taquara;54643;45266;9377;Médio;457,881; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;2;2;7;0;3;0;1;3;4;0;4;3;11;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;2;5; ; ; ; ; ;2; ;1;1;2;3; ; ; ; ; ;1;1; ;1; ; 
432140;14321401304;0;257;232;138;249;262;15/01/2021;2; ; ;4321402;43;4;Tenente Portela;13719;8847;4872;Pequeno I;337,956; ;2;31.08.2021;8/31/2021;4;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;0;4;1;1;0;1;1;2;0;1;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;1;1; ; 
432140;14321401304;0;257;274;266;249;20;01/09/2019;2;3;5;4321402;43;4;Tenente Portela;13719;8847;4872;Pequeno I;337,956; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;0;4;1;1;0;1;1;2;0;1;1;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;1;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;1;1; ; 
432140;14321401304;0;257;273;138;249;20;02/05/2019;2;3;6;4321402;43;4;Tenente Portela;13719;8847;4872;Pequeno I;337,956; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;4;1;1;0;1;1;2;0;1;1;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;1; ; ;1;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;1;1; ; 
432140;14321401304;0;257;275;292;21;20;11/01/2021;1; ; ;4321402;43;4;Tenente Portela;13719;8847;4872;Pequeno I;337,956; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ;0;0;4;1;1;0;1;1;2;0;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;1;1; ; 
432180;14321802983;0;257;273;138;249;263;06/01/2012;3;2;99;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;4;1;2;0;0;1;5;0;1;0;6; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432180;14321802983;0;257;274;138;249;20;15/04/2013;2;3;99;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;4;1;2;0;0;1;5;0;1;0;6; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432180;14321802983;0;256;239;292;21;20;01/01/2021;1;3;99;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ;0;2;4;1;2;0;0;1;5;0;1;0;6;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ;1;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432180;14321802983;0;257;273;138;249;263;04/08/2011;5;6;2;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;4;1;2;0;0;1;5;0;1;0;6; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;1; ; ;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432180;14321802983;0;257;275;138;251;20;13/10/2014;99;1;5;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;4;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;0;2;4;1;2;0;0;1;5;0;1;0;6; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ;1;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432180;14321802983;1;255;239;138;254;272;02/01/2015;99;5;1;4321808;43;4;Três de Maio;23726;18962;4764;Pequeno II;422,198; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;2;4;1;2;0;0;1;5;0;1;0;6; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;1;1;1; ;1; ; ;2;1;1;2; ;1;1; ; ;1;1; ; ;1; ; ;3
432190;14321900505;0;257;274;138;249;20;09/03/2020;2;3; ;4321907;43;4;Três Passos;23965;19054;4911;Pequeno II;268,396; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;1;2;0;1;0;0;1;2;0;0;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; 
432190;14321900505;0;256;238;266;253;18;04/02/2021;1; ; ;4321907;43;4;Três Passos;23965;19054;4911;Pequeno II;268,396; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;1;2;0;1;0;0;1;2;0;0;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; 
432190;14321900505;0;257;273;138;249;20;18/08/2014;3;2; ;4321907;43;4;Três Passos;23965;19054;4911;Pequeno II;268,396; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;1;2;0;1;0;0;1;2;0;0;1;3; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; 
432220;14322201287;0;257;273;138;249;18;11/07/2018;2;3;1;4322202;43;4;Tupanciretã;22281;18020;4261;Pequeno II;2251,04; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;1;2;0;1;0;0;1;2;0;0;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;2;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1; ;1; ; ; ; ; 
432220;14322201287;1;256;239;266;253;18;01/11/2021;1;99; ;4322202;43;4;Tupanciretã;22281;18020;4261;Pequeno II;2251,04; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;1;2;0;1;0;0;1;2;0;0;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1; ;1; ; ; ; ; 
432220;14322201287;0;258;274;138;21;18;01/02/2006;1;2;3;4322202;43;4;Tupanciretã;22281;18020;4261;Pequeno II;2251,04; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;1;2;0;1;0;0;1;2;0;0;1;3;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;2;1; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1; ;1; ; ; ; ; 
432240;14322401403;1;257;274;266;249;272;04/05/2020;99; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;273;266;249;18;05/03/2020;4; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;258;232;138;249;272;20/01/2015;3; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;237;266;248;20;02/07/2020;4; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;273;266;249;18;12/08/2020;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;274;266;249;272;04/11/2019;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;274;138;249;272;09/07/2019;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;258;273;266;249;18;08/09/2021;99; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;274;266;249;272;14/07/2021;4; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;237;266;248;20;29/09/2021;99; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;1;254;239;142;253;272;07/10/2021; ; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;1;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;1;254;239;142;253;272;25/01/2021; ; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;1;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;275;138;249;20;11/08/2018;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;6;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;258;237;139;21;20;20/03/2017;1; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;5;2; ; ;1;8; ; ; ; ; ;2; ;1; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;1;253;239;138;254;20;04/05/2020; ; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;273;266;249;18;23/07/2021;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;257;273;266;249;18;05/08/2021;2; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;255;238;266;248;20;08/10/2020;4; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;2;18;2;5;0;1;5;7;1;1;14;23; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
432240;14322401403;0;256;238;138;251;20;06/03/2017;1; ; ;4322400;43;4;Uruguaiana;125435;117415;8020;Grande;5703,586; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;3;2;18;2;5;0;1;5;7;1;1;14;23;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;7;2;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
