IBGE;UF;Regiao;IBGE7;Municipio;Porte_pop2010;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;areaKm2;Q_completo;NU_IDENTIFICADOR;q58_3;q58_8;q58_9;q58_10;q58_11;q58_12;q58_13;q58_14;q58_15;q58_16;DataCenso;DataCenso_2019;Idade;Faixas_etarias;d_58_8;d_58_8bin1;d_58_8bin2;d_58_8bin3;d_58_9;d_58_9bin1;d_58_9bin2;d_58_9bin3;d_58_9bin4;d_58_9bin5;d_58_10;d_58_10bin1;d_58_10bin2;d_58_10bin3;d_58_10bin4;d_58_8bin1_sum;d_58_8bin2_sum;d_58_8bin3_sum;d_58_9bin1_sum;d_58_9bin2_sum;d_58_9bin3_sum;d_58_9bin4_sum;d_58_9bin5_sum;d_58_10bin1_sum;d_58_10bin2_sum;d_58_10bin3_sum;d_58_10bin4_sum;nu_trabalhador;d_58_14_1bin_Gest∆o;d_58_14_1bin_PAIF;d_58_14_1bin_SCFV;d_58_14_1bin_PSB;d_58_14_1bin_Cadastramento;d_58_14_1bin_Beneficios;d_58_14_1bin_PCF;d_58_14_1bin_Outros;d_58_15_2bin_Gest∆o;d_58_15_2bin_PAIF;d_58_15_2bin_SCFV;d_58_15_2bin_PSB;d_58_15_2bin_Cadastramento;d_58_15_2bin_Beneficios;d_58_15_2bin_PCF;d_58_15_2bin_Outros;d_58_16_3bin_Gest∆o;d_58_16_3bin_PAIF;d_58_16_3bin_SCFV;d_58_16_3bin_PSB;d_58_16_3bin_Cadastramento;d_58_16_3bin_Beneficios;d_58_16_3bin_PCF;d_58_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_58_14_1bin_Gest∆o_sum;d_58_14_1bin_PAIF_sum;d_58_14_1bin_SCFV_sum;d_58_14_1bin_PSB_sum;d_58_14_1bin_Cadastramento_sum;d_58_14_1bin_Beneficios_sum;d_58_14_1bin_PCF_sum;d_58_14_1bin_Outros_sum;d_58_15_2bin_Gest∆o_sum;d_58_15_2bin_PAIF_sum;d_58_15_2bin_SCFV_sum;d_58_15_2bin_PSB_sum;d_58_15_2bin_Cadastramento_sum;d_58_15_2bin_Beneficios_sum;d_58_15_2bin_PCF_sum;d_58_15_2bin_Outros_sum;d_58_16_3bin_Gest∆o_sum;d_58_16_3bin_PAIF_sum;d_58_16_3bin_SCFV_sum;d_58_16_3bin_PSB_sum;d_58_16_3bin_Cadastramento_sum;d_58_16_3bin_Beneficios_sum;d_58_16_3bin_PCF_sum;d_58_16_3bin_Outros_sum
110015;Rondonia;Regi∆o Norte;1100155;OURO PRETO DO OESTE;PEQUENO II;37928;28180;9748;1969,85;SIM;11100152092;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;11/ago/11;Outros;;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;4;6;1;3;0;0;2;9;0;3;0;12;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;;3;1;1;;;;5;;;;;;;;;;;;;;;;
110015;Rondonia;Regi∆o Norte;1100155;OURO PRETO DO OESTE;PEQUENO II;37928;28180;9748;1969,85;SIM;11100152092;Feminino;Especializaá∆o;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;28/jun/19;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;25;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;2;4;6;1;3;0;0;2;9;0;3;0;12;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;3;1;1;;;;5;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Feminino;Superior Completo;Pedagoga(o);Empregada(o) P£blica(o) (CLT);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;03/ago/18;Outros;;;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Masculino;MÇdio Incompleto;Profissional de n°vel mÇdio;Empregada(o) P£blica(o) (CLT);Outros;De 31 a 40 horas semanais;07/out/19;;;;31.08.2019;31/ago/19;60;51 a 60 anos;N°vel fundamental;N°vel fundamental;;;Profissional de n°vel mÇdio;;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Feminino;Superior Completo;Assistente Social;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;02/out/19;Outros;;;31.08.2019;31/ago/19;51;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Comissionado;;;Comissionado;;1;0;6;2;2;0;0;2;0;6;1;0;7;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Feminino;Superior Completo;Assistente Social;Empregada(o) P£blica(o) (CLT);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;20/out/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Masculino;Superior Completo;Psic¢loga(o);Empregada(o) P£blica(o) (CLT);Apoio Administrativo;De 31 a 40 horas semanais;02/out/17;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;36;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Feminino;Superior Completo;Pedagoga(o);Empregada(o) P£blica(o) (CLT);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;05/dez/17;Serviáo de Medida Socioeducativa (Liberdade Assistida ou Prestaá∆o de Serviáo a Comunidade);;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel Superior;;;N°vel Superior;Pedagogo;Pedagogo;;;;;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;;;Serviáo de Convivància e Fortalecimento de V°nculo;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110018;Rondonia;Regi∆o Norte;1100189;PIMENTA BUENO;PEQUENO II;33822;29417;4405;6240,94;SIM;11100181545;Feminino;Superior Completo;Psic¢loga(o);Empregada(o) P£blica(o) (CLT);TÇcnico(a) de n°vel superior;De 31 a 40 horas semanais;30/ago/13;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Empregado P£blico (CLT);;Empregado P£blico (CLT);;;1;0;6;2;2;0;0;2;0;6;1;0;7;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;2;1;;;;;2;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;23/jul/12;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;;;31.08.2019;31/ago/19;36;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;29/jan/13;Outros;;;31.08.2019;31/ago/19;29;18 a 29 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;23/jul/12;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;;;31.08.2019;31/ago/19;32;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;16/ago/10;Outros;;;31.08.2019;31/ago/19;38;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;23/out/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;39;30 a 40 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;13/jan/15;Serviáo de Proteá∆o e Atendimento Especializado a Fam°lias e Indiv°duos;;;31.08.2019;31/ago/19;37;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;PAIF;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;26/jun/92;Outros;;;31.08.2019;31/ago/19;62;Mais de 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Fundamental Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;12/nov/04;;;;31.08.2019;31/ago/19;59;51 a 60 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Fundamental Incompleto;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;02/abr/90;;;;31.08.2019;31/ago/19;57;51 a 60 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Economista;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;17/abr/90;Outros;;;31.08.2019;31/ago/19;62;Mais de 60 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;18/mar/86;Outros;;;31.08.2019;31/ago/19;63;Mais de 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Fundamental Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Serviáos Gerais (limpeza, conservaá∆o, motoristas, etc.);De 31 a 40 horas semanais;30/mai/85;;;;31.08.2019;31/ago/19;65;Mais de 60 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;05/mai/99;Concess∆o Benef°cios Eventual;;;31.08.2019;31/ago/19;57;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;Concess∆o de Benef°cios Eventuais;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;09/jan/15;Outros;;;31.08.2019;31/ago/19;61;Mais de 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Incompleto;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Apoio Administrativo;De 31 a 40 horas semanais;15/ago/84;Outros;;;31.08.2019;31/ago/19;55;51 a 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/out/87;Concess∆o Benef°cios Eventual;;;31.08.2019;31/ago/19;58;51 a 60 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;Concess∆o de Benef°cios Eventuais;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;05/dez/11;Outros;;;31.08.2019;31/ago/19;60;51 a 60 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;26/jun/11;Outros;;;31.08.2019;31/ago/19;49;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;22/jan/10;Outros;;;31.08.2019;31/ago/19;34;30 a 40 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Fundamental Incompleto;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;18/abr/90;;;;31.08.2019;31/ago/19;49;41 a 50 anos;N°vel fundamental;N°vel fundamental;;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;30/mai/11;Concess∆o Benef°cios Eventual;;;31.08.2019;31/ago/19;47;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;Concess∆o de Benef°cios Eventuais;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;30/jul/12;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;;;31.08.2019;31/ago/19;45;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;MÇdio Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;25/out/00;Outros;;;31.08.2019;31/ago/19;48;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Superior Completo;Outra(o) profissional de n°vel superior;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;05/mai/99;Outros;;;31.08.2019;31/ago/19;47;41 a 50 anos;N°vel Superior;;;N°vel Superior;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Assistente Social;Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;25/mai/11;Outros;;;31.08.2019;31/ago/19;46;41 a 50 anos;N°vel Superior;;;N°vel Superior;Assistente Social;;Assistente Social;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Feminino;Superior Completo;Profissional de n°vel mÇdio;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;08/jan/14;Atividades de gest∆o (administrativo);;;31.08.2019;31/ago/19;44;41 a 50 anos;N°vel Superior;;;N°vel Superior;Profissional de n°vel mÇdio;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;Gest∆o;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;Superior Completo;Psic¢loga(o);Servidor(a)/Estatut†rio(a);TÇcnico(a) de n°vel superior;De 21 a 30 horas semanais;01/mar/99;Serviáo de Proteá∆o Social Especial para Pessoas com Deficiància, Idosos e suas Fam°lias;;;31.08.2019;31/ago/19;48;41 a 50 anos;N°vel Superior;;;N°vel Superior;Psic¢logo;;;;;Psic¢logo;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;Cadastramento e/ou Atualizaá∆o Cadastral (CadÈnico);;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
110020;Rondonia;Regi∆o Norte;1100205;PORTO VELHO;GRANDE;428527;390733;37794;34090,962;SIM;11100202266;Masculino;MÇdio Completo;Sem formaá∆o profissional;Servidor(a)/Estatut†rio(a);Outros;De 31 a 40 horas semanais;19/abr/10;Outros;;;31.08.2019;31/ago/19;46;41 a 50 anos;N°vel MÇdio;;N°vel MÇdio;;Outro profissional de nivel superior;;;;;;Servidor Estatut†rio;Servidor Estatut†rio;;;;5;12;34;0;14;0;0;14;50;0;1;0;51;;;;;;;;Outros;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;;1;4;3;;32;;;;;;;;;;;;;;;;
